839813992,954892336
892696469,974607206
387098350,418082811
399835290,731629447,750738963
252189538,783289483,790444722
146399021,770214101,782101163
500114535,687542964,702550116
26597099,885081140,988254978
583365321,611420099,666848903
528083321,668861957,686410966
34727436,908499969,956752446
50467478,857672935,991798854
83875043,819214347,996909587
91517721,832121036,976256147
125531562,777756079,996609920
152619845,823819709,923464208
153675270,840586025,905730974
155561615,771410370,972981002
181235223,774168010,944579780
193369916,812577332,894047705
241923968,733856851,924218453
258756011,794652308,846589012
271559171,653428827,974945059
320064971,720813928,859032671
337190467,772088823,790708682
342777607,640949821,916200499
343235271,624655074,932108059
351308308,645498743,903121983
362269019,699369901,838261321
367092327,542043000,990791420
392941404,606263386,900736956
429960357,663116413,806839963
437461554,584457927,878045391
457745012,707422723,734793622
435620546,528276776,936041336
552661455,646334533,700982521
474210826,544584478,881148476
49601794,381858854,583224528,885227946
50838962,336994509,516649887,995497461
53183871,158940668,792020329,895853868
183957170,294158789,636857816,784937970
54911746,151309817,821250959,872514570
188290103,465292833,484478867,761890328
56034536,481427487,560619060,801899989
59470798,218570729,766244176,855629425
63577207,303118063,720921909,812288415
63858382,164274550,775021380,896774424
84954345,135413627,681838306,997741825
309977834,328273428,505781351,755854649
57801304,127491937,728634500,986049681
58265146,111310589,765367576,964959682
61306554,103581994,782200777,952879199
62964796,88637092,840616339,907766893
92640097,132440083,793273671,881628996
144782033,452992135,472976533,829218194
64422925,182117125,693721699,959718193
87430094,141022669,683099776,988397277
102067471,112206417,718799367,966848381
106142974,215120229,741338171,837364892
108179914,165099201,759075050,867527349
228047871,355708243,559071058,757072698
39795532,359129011,586549829,914417711
98702172,150135888,739445580,911607280
54901110,513166688,596332137,735484129
29248751,301293808,597412104,972019623
50149146,265762499,614728242,969273347
118304091,468416959,472498623,840661396
176723308,189244390,699184753,834771912
255557341,366006113,421567427,856749384
256396003,437668082,454516652,751336659
233268635,308538324,492343620,865834473
275104496,293996343,658576756,672212069
55940942,247288227,679223851,917519305
321574712,402956028,553212552,622160503
71955778,319755739,713219090,795000700
78140375,437971356,502496389,881276198
235864797,496094981,509107541,658843290
62094406,419261008,529467692,889065125
63834548,504275740,518819476,813004821
70361044,250725021,644342281,934456114
75146614,384908379,615216912,824663815
75341195,289549935,543137622,991881257
75380701,387491804,543350194,893772266
304926363,458095982,553229939,583681166
78922086,264466435,747398542,809118040
86134737,263061149,631448271,919329643
87281306,364848013,528039439,919729362
87563142,239642192,732396074,840287677
98857616,393966055,536851927,870207268
99883300,239034574,609505091,951504995
398893097,438482185,512377727,550238636
104232029,412217433,449758851,933719464
387548312,425262217,541678672,545488967
106539817,440334493,506249045,846851080
53914131,303007366,586217680,956842558
66519815,191301864,758557402,883567610
97490546,260717321,641049011,900678646
296679591,426731110,582818388,593770507
280359645,311534755,588108429,719980481
389583519,406223676,425634508,678551396
328522804,411946208,509173065,650298140
71328209,139795218,738718818,950104603
261808474,523088242,535333802,579697715
95549521,149647484,776779301,877911785
375519385,492869447,508815727,522777339
119320603,514035710,617102584,649533184
441717100,461431765,495895699,500940087
