349345,962626,1671818,9026852,9057746
355151,1091483,1297903,9100519,9223831
366308,556411,745555,9684121,9714973
397678,501773,920976,9589089,9657821
419643,1113695,2474883,8468973,8591143
427824,750828,2249995,8791841,8846704
446572,1449209,1529442,8748135,8893827
526138,714181,2037750,8887142,8902635
544523,1021664,1971290,8746447,8784185
551988,1164905,1796442,8764845,8790104
611708,686114,2263782,8740073,8767018
626900,2370032,2529318,7587844,7953692
648705,1416249,2087519,8414444,8501639
664720,755021,2056568,8784262,8807228
665539,795625,2225038,8674186,8707792
729544,810249,1587827,8952396,8987781
741709,1036097,2407353,8339435,8544224
753092,1005653,1513696,8890526,8904204
792769,1417976,2168618,8227842,8461211
817573,1303177,1678994,8616818,8650735
822218,1472940,2138103,8291373,8343878
848333,1142265,1721277,8657894,8697398
996129,1225616,2885393,7916702,8044718
1113794,1753775,1896239,8094512,8208940
1168520,1249796,1431971,8595021,8622274
1237312,1469400,2260767,7813279,8288271
1358792,1762886,1862886,7864033,8219532
1383957,1648184,2679986,7426957,7928455
1499747,1562030,2140454,7859684,8006501
1592520,1984535,2358690,7374500,7758611
1979018,3105216,3242958,6232207,6508981
2027388,2413468,2940328,6748108,6939141
2112762,4350355,4814107,4858936,4931024
2298029,2963216,4027476,5631428,6146974
2429366,2603661,3081030,6461286,6492114
2707161,2758518,3458486,5991938,6151658
2797082,2930349,3459541,5749235,6132562
2821067,3373748,3538688,5365721,5969534
2956593,4297433,4313711,4643651,4856004
3008124,3637822,3869862,4785660,5765817
3030970,3701500,3749702,5203802,5381640
3290648,3522502,4354114,4590446,5310589
3420387,3742260,3924906,4700689,5279894
3854021,3875945,4336742,4388038,4613279
