929,1763,4285,4448,4557,5492,5503,8492,8531
955,3182,4145,4659,4994,5130,5217,7811,7907
961,1895,3210,3643,4689,4919,7383,8540,8760
986,1531,3929,5458,5801,5884,6081,6268,8062
989,2103,3075,3440,4508,4731,7719,8587,8848
1027,2249,2652,3121,4528,5086,7724,8628,8985
1031,2266,2660,3457,4550,4783,7737,8473,9043
1038,1647,1873,5610,5814,5942,6191,7891,7994
1068,1223,3343,3489,3962,4423,8508,8731,9253
1096,3607,4990,5161,5185,5229,5910,6308,6514
1160,1386,3047,3934,4061,4690,8328,8577,8817
1167,1287,3932,4385,4886,5576,6536,7447,8784
1170,3899,4162,4364,4570,4815,5158,7740,8122
1190,2825,4142,4672,4947,5095,6287,6380,8462
1203,2362,2679,3333,3462,4569,8505,8704,9183
1269,1913,2835,3308,3414,7068,7096,8440,8657
1325,1607,2208,3125,3441,7957,7986,8125,8226
1327,1619,3410,5362,5748,5914,6155,6680,7785
1397,1741,2644,5460,5563,5813,6425,6965,7992
1426,2037,3018,5240,5489,5665,6394,6695,8036
1451,1491,1735,2449,5858,5889,8243,8425,8459
1514,3275,3936,4009,5081,5547,6261,6405,7972
1528,1581,2096,5493,5621,6200,6742,6883,7856
1610,1678,2372,2601,3352,7772,7960,8229,8426
1634,1710,2627,4486,5926,6158,6682,6938,7839
1637,2765,3147,4896,5941,6096,6167,6414,6937
1661,2265,3122,5496,5871,6207,6234,6359,6785
1764,2685,3940,4136,4268,4667,5786,8373,8381
1860,3215,3955,4378,4740,5118,5750,6661,8323
2398,2934,3310,3858,4117,5521,6053,7074,8735
2588,2609,4133,4249,4479,4660,5512,7622,8148
2899,3183,3349,3974,4241,4433,4652,8518,8751
3179,3791,3802,4039,4383,4793,6412,6447,7154
3208,3213,3713,3945,4362,5018,6615,6939,6987
