334852,422227,426483,613553,658616
340555,370187,388375,655280,701342
347400,442995,526279,541330,597783
348879,425541,468437,522646,690276
350250,408855,498692,576798,620716
358814,371417,436920,637441,651173
360061,364743,384630,665293,681035
379532,408146,442313,607676,618100
392164,405952,423767,545546,688330
395771,442770,465785,494129,657321
424933,467198,497687,523668,542238
433756,488489,504592,508768,520126
