351,1146,2368,3132,3457,4691,7488,7555,8872,8940
361,495,2372,2685,3643,3835,7625,7675,9630,9679
370,970,2388,2720,3134,5095,6701,7096,9719,9807
376,1454,2398,2524,3435,3893,7545,7640,9337,9398
386,821,2401,3147,3185,4586,7622,7645,9080,9127
399,484,2452,3670,4222,4268,6643,6967,9420,9475
406,1672,2461,3208,3333,4036,7457,7541,8923,8963
423,2100,2467,3336,3489,4260,7334,7374,8578,8639
443,965,2470,2644,3899,3906,7486,7501,9333,9353
445,646,2486,2813,3592,4569,7041,7091,9634,9683
455,846,2513,2923,3096,3962,7064,7365,9873,9903
503,762,2568,3047,3349,5092,7503,7533,8803,8840
509,2269,2584,3143,3295,4689,6364,7068,9017,9062
556,584,2588,2655,3791,4209,7468,7498,9306,9345
559,801,2591,3083,3820,4634,7200,7306,8974,9032
562,1299,2595,3178,4272,5439,5812,6976,8906,8961
581,657,2609,2652,3787,4208,7210,7321,9452,9523
587,1428,2627,3146,4264,5000,6935,7028,8470,8515
590,623,2647,2940,3636,3802,7158,7453,9555,9596
599,2008,2748,3081,4938,5518,5673,6980,8205,8250
608,668,2750,2939,3934,4497,7029,7348,9099,9128
664,850,2779,2910,4378,4492,6613,7320,8972,9022
691,1727,2807,3125,4136,4408,6858,7074,8575,8599
699,1256,2825,2873,3778,4225,6918,7159,9103,9164
751,842,2842,2906,5334,5764,5858,7060,8296,8347
774,1731,2934,3122,3598,4947,6180,6817,8930,8967
823,1476,2956,2981,3692,4560,6977,7394,8543,8598
885,1539,2963,3264,4139,5300,5495,6978,8689,8748
902,2239,2972,3334,4667,4803,5661,5897,8713,8812
904,1475,2983,3121,3210,3815,7290,7396,8871,8935
906,1911,3075,3495,3588,4479,6011,6940,8777,8818
917,1643,3204,3226,3888,4142,5730,7014,9102,9134
929,1763,3239,3520,4285,5018,5130,7093,8492,8531
955,3182,3308,4145,4557,4690,5118,6327,7811,7907
961,1741,3398,4011,4163,5659,5842,6769,7719,7737
