2284,2940,3075,3213,3520,6425,7003,7064,7172,7304
2341,2451,2878,3679,3804,5431,7202,7320,7396,7498
2360,3441,3692,4011,4225,4815,6661,6801,6965,7029
2368,2906,2981,3275,3459,6680,6976,7044,7096,7215
2398,2595,2685,3636,4070,5926,6980,7054,7284,7372
2449,2963,3081,3226,3333,5784,7073,7200,7394,7497
2454,2786,2905,3182,3815,6180,7041,7093,7210,7334
2461,4009,4570,4667,5229,5439,5610,5801,6047,6167
2465,2813,3185,3607,5814,6191,6302,6405,6536,6682
2467,4061,4378,4691,5318,5523,5736,5823,5922,6081
2627,3215,3797,3906,4209,5496,6426,6617,6769,6938
2779,3334,4285,4423,4557,5786,6037,6158,6261,6380
2781,3812,3932,4560,4994,5118,5673,6268,6392,6470
2835,3134,3398,3947,4260,5750,6338,6416,6935,6987
2965,3239,3440,3588,4136,5223,6651,6790,6940,7028
3121,3936,4145,4689,5000,5622,5711,5813,5910,6053
3125,3204,3293,3619,4586,6200,6308,6412,6559,6694
3132,3888,3945,4492,5158,5492,5748,5842,6096,6207
3146,3310,3962,4783,5086,5217,5767,6136,6234,6359
3210,3508,4181,4497,5161,5334,5858,5941,6100,6210
3336,4139,4324,4433,5300,5590,5661,5663,5665,5889
3410,4208,4264,4388,4644,4947,5871,5942,6112,6214
3585,3670,3974,4222,4659,5092,6033,6155,6246,6364
3713,4035,4142,4241,4348,5621,5675,5906,6049,6270
3802,3915,4652,4948,5185,5338,5493,5547,5557,5563
3899,4224,4660,4803,4990,5095,5362,5503,5576,5888
3929,4133,4410,4550,4951,5219,5630,5635,5659,5884
2910,4931,5018,5043,5125,5148,5280,5489,5514,5542
3274,4408,4938,5038,5129,5240,5331,5495,5518,5629
2584,3343,3349,3560,4508,4731,4740,4751,4848,4886
2825,2934,2939,3208,4486,4896,4919,4999,5013,5081
2923,3350,3652,3858,4362,4569,4584,4640,4672,4690
3669,3778,3791,3940,3955,4243,4448,4469,4479,4528
3643,3787,4115,4162,4163,4165,4249,4268,4364,4383
