989,5493,5495
1115,5362,5512
881,5496,5621
751,5622,5626
902,5458,5629
842,5498,5630
1190,5086,5659
774,5338,5812
843,5240,5858
1325,4793,5871
965,5125,5906
801,4931,6188
2470,3122,6346
2341,3264,6364
1531,4061,6380
961,4560,6402
1327,4133,6514
1146,4208,6609
904,4385,6694
1660,2923,6701
1690,3018,6742
1729,3334,6932
1709,3352,6935
803,4241,6938
1752,3295,6939
1787,3213,6978
1726,3239,7014
1811,3088,7028
1895,3029,7029
809,4117,7041
1810,3075,7060
1038,3888,7064
1027,3899,7073
970,3906,7091
929,3915,7154
906,3932,7158
900,3940,7159
846,3943,7200
850,3945,7202
1637,2685,7215
2065,2520,7372
1513,2388,7374
721,3893,7383
1651,2830,7466
706,3802,7488
1634,2644,7497
707,3778,7514
691,3787,7515
1643,2284,7577
664,3713,7622
699,3636,7662
584,3720,7691
587,3643,7759
590,3588,7804
592,3590,7811
1870,2239,7891
646,3435,7907
484,3592,7911
599,3440,7948
668,3333,7992
657,3343,7994
1741,2234,8023
1428,2449,8122
581,3292,8125
575,3293,8131
503,3349,8136
1256,2513,8226
917,2836,8242
438,3308,8243
386,3350,8250
399,3309,8290
402,3274,8323
423,3208,8365
406,3210,8381
370,3204,8425
623,2939,8426
602,2963,8427
376,3178,8440
460,3080,8459
455,3081,8462
351,3134,8505
361,3121,8515
348,3132,8518
331,3083,8575
318,3096,8577
253,3143,8598
1659,1678,8628
1610,1710,8657
1567,1727,8704
324,2940,8731
1571,1661,8735
338,2905,8748
256,2970,8751
1539,1698,8760
258,2906,8829
1476,1581,8871
1299,1782,8906
1330,1735,8923
608,2452,8930
495,2568,8935
443,2584,8961
287,2748,8963
1167,1822,8967
264,2750,8972
1419,1586,8974
230,2765,8985
1386,1528,9061
293,2588,9102
269,2591,9127
239,2627,9128
1223,1607,9165
61,2679,9253
284,2454,9260
1160,1514,9306
441,2237,9321
1170,1454,9353
1113,1426,9446
76,2467,9450
823,1672,9472
47,2461,9489
1057,1397,9523
556,1873,9555
559,1875,9560
562,1860,9574
509,1908,9582
30,2360,9604
1096,1286,9609
445,1911,9641
1068,1269,9653
62,2249,9679
50,2265,9683
48,2266,9684
885,1398,9712
276,1915,9804
36,2145,9814
16,2152,9827
229,1913,9857
201,1918,9859
187,1926,9873
191,1929,9878
152,1937,9900
141,1940,9908
111,1966,9911
955,1031,9925
120,1942,9927
77,1980,9929
776,1287,9933
22,2037,9938
3,2039,9955
8,2008,9979
7,1994,9998
