3239,4225,4410,4528,4931,5130,5280,5445,5871,5941
3274,3336,3440,3585,3669,5460,6327,6412,6680,6817
3598,3812,4208,4260,4486,4689,5338,5630,6364,6615
3607,4133,4209,4264,4492,4886,4999,5223,6445,6742
3652,4145,4241,4324,4550,4751,4938,5884,6207,6308
3670,3797,3899,3947,4362,5161,5801,5889,6136,6338
3766,4035,4224,4508,4640,4919,5013,5661,5764,6470
3791,3893,4162,4243,4348,4557,5673,6011,6112,6210
4011,4268,4497,4634,4691,4896,5000,5125,5431,6447
4036,4061,4070,4115,4740,5081,5496,5514,5626,6261
